modx:modx_revolution;https://github.com/modxcms/revolution.git;https://modx.com/;git;tag;software_type
libreoffice:libreoffice;https://github.com/LibreOffice/core.git;http://www.libreoffice.org/;git;tag;software_type
dotcms:dotcms;https://github.com/dotCMS/core.git;http://dotcms.com/;git;tag;software_type
apache:openoffice;https://github.com/apache/openoffice.git;https://www.openoffice.org/;git;-;software_type
ssh:ssh;git://git.libssh.org/projects/libssh.git;https://www.libssh.org/;git;tag;system_software
proftpd_project:proftpd;https://github.com/proftpd/proftpd.git;http://www.proftpd.org/;git;-;software_type
nodejs:node.js;https://github.com/nodejs/node.git;https://nodejs.org/;git;tag;software_type
fetchmail:fetchmail;https://gitlab.com/fetchmail/fetchmail.git;http://www.fetchmail.info/;git;tag;software_type
simple_machines:simple_machines_forum;https://github.com/SimpleMachines/SMF2.1.git;https://www.simplemachines.org/;git;-;software_type
phpmyfaq:phpmyfaq;https://github.com/thorsten/phpMyFAQ.git;http://www.phpmyfaq.de/;git;tag;software_type
irssi:irssi;https://github.com/irssi/irssi.git;http://irssi.org/;git;tag;software_type
flatnuke:flatnuke;https://github.com/FlatNuke/flatnuke.git;http://flatnuke.org/;git;-;software_type
devellion:cubecart;https://github.com/cubecart/v3.git;https://www.cubecart.com/;git;tag;software_type
